,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Aarey Milk Colony,19.1561292,72.8707223,The Westin Mumbai Garden City,19.172654033012886,72.86051818993221,Hotel
1,Aarey Milk Colony,19.1561292,72.8707223,PVR Cinemas,19.174015546303206,72.86048474236073,Multiplex
2,Aarey Milk Colony,19.1561292,72.8707223,Film City,19.160959963809262,72.88617676755688,Event Space
3,Aarey Milk Colony,19.1561292,72.8707223,Starbucks,19.174176529468784,72.86035031439596,Coffee Shop
4,Aarey Milk Colony,19.1561292,72.8707223,British Brewing Company (BBC),19.174185539876003,72.86050380312344,Brewery
5,Aarey Milk Colony,19.1561292,72.8707223,Oberoi Mall,19.174060778462177,72.86041166009241,Shopping Mall
6,Aarey Milk Colony,19.1561292,72.8707223,MadOverDonuts,19.17390200286714,72.8601847855188,Donut Shop
7,Aarey Milk Colony,19.1561292,72.8707223,Sai Veg World,19.164900980273732,72.85040601689971,Indian Restaurant
8,Aarey Milk Colony,19.1561292,72.8707223,Forever 21,19.1739078633583,72.86016624343607,Clothing Store
9,Aarey Milk Colony,19.1561292,72.8707223,Udipi Vihar,19.16664679315962,72.85417013092334,Vegetarian / Vegan Restaurant
10,Aarey Milk Colony,19.1561292,72.8707223,Sapre,19.16662147339827,72.84754674423122,Fast Food Restaurant
11,Aarey Milk Colony,19.1561292,72.8707223,Eighteen Lounge and Bar,19.172647832713963,72.8605130182904,Hotel Bar
12,Aarey Milk Colony,19.1561292,72.8707223,Shri Datta Snacks,19.16393172436743,72.85267324647458,Snack Place
13,Aarey Milk Colony,19.1561292,72.8707223,Kangan,19.17270290848535,72.86053915939284,Indian Restaurant
14,Aarey Milk Colony,19.1561292,72.8707223,Seasonal Tastes,19.172610808470896,72.86048871587312,Breakfast Spot
15,Aarey Milk Colony,19.1561292,72.8707223,McDonald's,19.154510917747306,72.85646222090531,Fast Food Restaurant
16,Aarey Milk Colony,19.1561292,72.8707223,Satkar Rice Plate,19.165100568761734,72.85071422259983,Seafood Restaurant
17,Aarey Milk Colony,19.1561292,72.8707223,Maharaja Bhog,19.173974381078395,72.86038137347764,Vegetarian / Vegan Restaurant
18,Aarey Milk Colony,19.1561292,72.8707223,Krispy Kreme,19.174017434045346,72.86045269915425,Donut Shop
19,Aarey Milk Colony,19.1561292,72.8707223,Anupam Stationery,19.16541109097357,72.85050075085655,Bookstore
20,Aarey Milk Colony,19.1561292,72.8707223,Sudama Restaurant,19.162545218846432,72.84658623279893,Indian Restaurant
21,Aarey Milk Colony,19.1561292,72.8707223,Taco Bell,19.173897345909513,72.86018431736252,Fast Food Restaurant
22,Aarey Milk Colony,19.1561292,72.8707223,Mainland China Asia kitchen,19.17390935262629,72.8604429376912,Asian Restaurant
23,Aarey Milk Colony,19.1561292,72.8707223,Theobroma,19.173968708895238,72.86007403705766,Bakery
24,Aarey Milk Colony,19.1561292,72.8707223,Pvr Icon Play House,19.173827,72.860777,Multiplex
25,Aarey Milk Colony,19.1561292,72.8707223,Jay Prakash  Restaurant & Bar,19.16483145664019,72.85085480989956,Bar
26,Aarey Milk Colony,19.1561292,72.8707223,Vasu Sandwitch,19.157016613722135,72.84606972745243,Sandwich Place
27,Aarey Milk Colony,19.1561292,72.8707223,McDonald's,19.164788542726573,72.85741829371118,Fast Food Restaurant
28,Aarey Milk Colony,19.1561292,72.8707223,Cafe Coffee Day,19.172701345646402,72.87421873817938,Café
29,Aarey Milk Colony,19.1561292,72.8707223,Subway,19.174024071568,72.86013873048348,Sandwich Place
30,Aarey Milk Colony,19.1561292,72.8707223,Prego,19.17264951590775,72.86033944580221,Italian Restaurant
31,Aarey Milk Colony,19.1561292,72.8707223,China Ming,19.15461378490289,72.85649660663528,Chinese Restaurant
32,Aarey Milk Colony,19.1561292,72.8707223,Saffron Eatery And Bar,19.135743368910617,72.87359458375093,Restaurant
33,Aarey Milk Colony,19.1561292,72.8707223,Pizza Hut,19.14988532271884,72.85626442203603,Pizza Place
34,Aarey Milk Colony,19.1561292,72.8707223,Supremo Club,19.135435952965338,72.87307578895141,Gym
35,Aarey Milk Colony,19.1561292,72.8707223,Burger King,19.173832385210652,72.86025709050789,Fast Food Restaurant
36,Aarey Milk Colony,19.1561292,72.8707223,Matoshree Club,19.135671023934577,72.87302255630493,Indian Restaurant
37,Aarey Milk Colony,19.1561292,72.8707223,Aarey Milk Colony,19.165798872820286,72.85839908031794,Farm
38,Aarey Milk Colony,19.1561292,72.8707223,Chilly & Onion restaurant,19.131109687937652,72.86912325869923,Asian Restaurant
39,Aarey Milk Colony,19.1561292,72.8707223,Central,19.173950906785635,72.86059723208967,Clothing Store
40,Aarey Milk Colony,19.1561292,72.8707223,Green Court Restaurant and Bar,19.175463,72.868763,Bar
41,Aarey Milk Colony,19.1561292,72.8707223,Golds gym,19.17739857874948,72.86399490413922,Gym
42,Aarey Milk Colony,19.1561292,72.8707223,Goregaon Social,19.174062427979056,72.86042845148286,Bar
43,Aarey Milk Colony,19.1561292,72.8707223,Croma,19.173926949574945,72.8602721793904,Electronics Store
44,Aarey Milk Colony,19.1561292,72.8707223,Crossword Bookstore,19.174021568483962,72.860534831935,Bookstore
45,Aarey Milk Colony,19.1561292,72.8707223,Olive Bistro,19.173985019142982,72.86045984659646,Bistro
46,Aarey Milk Colony,19.1561292,72.8707223,Jumbo Xerox,19.164172011103336,72.85153990132463,Design Studio
47,Aarey Milk Colony,19.1561292,72.8707223,Cafe Coffee Day,19.174444413541153,72.86776250784735,Coffee Shop
48,Aarey Milk Colony,19.1561292,72.8707223,Kotak Mahindra Bank ltd - Head Office,19.177030473057112,72.88189638517686,Office
49,Aarey Milk Colony,19.1561292,72.8707223,Ozone club,19.15906272905162,72.84282141289495,Gym / Fitness Center
50,Aarey Milk Colony,19.1561292,72.8707223,Domino's,19.17699019805908,72.85531666968338,Pizza Place
51,Aarey Milk Colony,19.1561292,72.8707223,McDonald's,19.17400107458081,72.86030578288654,Burger Joint
52,Aarey Milk Colony,19.1561292,72.8707223,McDonald's,19.165117,72.851015,Fast Food Restaurant
53,Aarey Milk Colony,19.1561292,72.8707223,"Swami Fast Food, S V Road, Goregaon west",19.15886469492416,72.84602357050801,Fast Food Restaurant
54,Aarey Milk Colony,19.1561292,72.8707223,Ratna Restaurant,19.163602268892504,72.84592548705164,Restaurant
55,Aarey Milk Colony,19.1561292,72.8707223,Cinemax Cinema,19.157456112457027,72.84382918355371,Multiplex
56,Aarey Milk Colony,19.1561292,72.8707223,Pandurang Wadi,19.17203492425858,72.85009688488303,Smoke Shop
57,Aarey Milk Colony,19.1561292,72.8707223,White - The Italian Restaurant,19.15946900788762,72.84326140485756,Italian Restaurant
58,Aarey Milk Colony,19.1561292,72.8707223,Sugra Park,19.179906067845607,72.86469765498856,Park
59,Abhyudaya Nagar,18.990477399999996,72.84405709305909,ITC Grand Central,18.998468844862458,72.83843278884888,Hotel
60,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Kebabs & Kurries,18.997937687421697,72.83763946175854,Indian Restaurant
61,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Ladu Samrat,18.994526327955356,72.83657359834994,Indian Restaurant
62,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Lalbaug,18.991976392250358,72.83622079646518,Plaza
63,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Café Zoe,19.000225873557895,72.8302519464393,Café
64,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Bhau Daji Lad Museum,18.979140331683414,72.83444944675503,History Museum
65,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The St. Regis Mumbai,18.993652,72.82522,Hotel
66,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Jai Hind Lunch Home,19.002182526961953,72.82951152511662,Seafood Restaurant
67,Abhyudaya Nagar,18.990477399999996,72.84405709305909,High Street Phoenix,18.994966958554343,72.82503247261047,Shopping Mall
68,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Hornby's Pavilion,18.998140784419405,72.83841899820239,Restaurant
69,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Smoke House Deli,18.994478477555973,72.82439980446927,Restaurant
70,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Irish House,18.994416104869014,72.82472133636475,Pub
71,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Palladium,18.99431718967026,72.82439809178742,Shopping Mall
72,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Canvas Laugh Club,18.994481918940934,72.82441349772924,Comedy Club
73,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Bombay Canteen,19.00341017043938,72.82781561443936,Indian Restaurant
74,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Indigo Delicatessen,18.994498279390033,72.82375973512458,Deli / Bodega
75,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Todi Mill Social,18.999137740589088,72.82987425936014,Café
76,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Sahib Room & Kipling Bar,18.99433338351496,72.82384950789341,Indian Restaurant
77,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Hamleys,18.994471007717042,72.82437928696964,Toy / Game Store
78,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Spa la Vie by L'OCCITANE,18.98700622968523,72.82970655127514,Spa
79,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Hard Rock Café Mumbai,19.007121216001234,72.82925768102129,American Restaurant
80,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Jean-Claude Biguine,18.994474429990223,72.82425383854479,Cosmetics Shop
81,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Koko's Kitchen,19.002569280154802,72.82767186449271,Asian Restaurant
82,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Aer Four Seasons Hotel,18.99413180943845,72.82037725791443,Lounge
83,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Francesco's,18.995435242986712,72.82496433065423,Pizza Place
84,Abhyudaya Nagar,18.990477399999996,72.84405709305909,PVR Cinemas Kotak IMAX,18.99505902053539,72.82367377641894,Multiplex
85,Abhyudaya Nagar,18.990477399999996,72.84405709305909,SMAAASH,19.00447181182,72.82611441943598,Athletics & Sports
86,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Li Bai - St. Regis,18.994186397305928,72.82379468386743,Hotel Bar
87,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Tamasha,19.006162183127746,72.827481012909,Lounge
88,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Four Seasons,18.9943558114436,72.82031891150143,Hotel
89,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Foodhall,18.994383740300268,72.82422405086032,Gourmet Shop
90,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Starbucks Coffee,18.994788,72.831275,Coffee Shop
91,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Asilo - St. Regis,18.994228235828995,72.82385970916442,Bar
92,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Rolling Pin,18.994114065471962,72.82533059564264,Bakery
93,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Le 15 Patisserie,18.995090736038883,72.82373452623928,Cupcake Shop
94,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Blue Tokai Coffee Roasters,18.989441319127916,72.82533717622034,Café
95,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Shizusan Shophouse & Bar,18.995505343152658,72.82599944109083,Asian Restaurant
96,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Gajalee,18.994493074691302,72.82440446200073,Indian Restaurant
97,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Tote On The Turf,18.980265920888122,72.82029378131506,Nightclub
98,Abhyudaya Nagar,18.990477399999996,72.84405709305909,PA PA YA,18.994414593814927,72.82420804246968,Molecular Gastronomy Restaurant
99,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Pronto,19.002964587580866,72.82891240067758,Italian Restaurant
100,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Mahalaxmi Race Course (Royal Western India Turf Club),18.980534507963622,72.81858750447056,Club House
101,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Shiro,19.007111757746195,72.82949457412174,Japanese Restaurant
102,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Tasting Room,18.992942268673534,72.82310302938377,Restaurant
103,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Trupti,18.99467157396348,72.82372442848079,Indian Restaurant
104,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Bar Stock Exchange,19.003066999302746,72.82849812430008,Pub
105,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Persian Darbar,18.976055278875254,72.8336433634414,Indian Restaurant
106,Abhyudaya Nagar,18.990477399999996,72.84405709305909,juice lounge,19.00741481043165,72.8328511820613,Juice Bar
107,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Spa at Four Seasons Hotel Mumbai,18.99440246016245,72.82032352357471,Spa
108,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Theobroma,19.001477265285857,72.82939431427842,Dessert Shop
109,Abhyudaya Nagar,18.990477399999996,72.84405709305909,F Bar,19.006569201863098,72.83237800661482,Lounge
110,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Madira Bar and Restaurant,18.998864800668567,72.83956886268894,Indian Restaurant
111,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Gupta ice cream,18.973559220847054,72.84022215304088,Dessert Shop
112,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Mad Over Donuts,18.995205240247778,72.82496298658846,Donut Shop
113,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Cafe Free India,19.005673574673423,72.83097901950052,Burger Joint
114,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Starbucks Coffee: A Tata Alliance,19.010664938563778,72.83524569023713,Coffee Shop
115,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Punjab Grill,18.994090029778707,72.82447105350454,Punjabi Restaurant
116,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Richardson and Cruddas,18.96649121831483,72.83279348277897,Music Venue
117,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Francesco's Pizzeria,18.99538300512374,72.82515859335678,Pizza Place
118,Abhyudaya Nagar,18.990477399999996,72.84405709305909,JWT,18.99877482009657,72.8246462071382,Office
119,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Barking Deer,19.00056261834637,72.8296908191738,Bar
120,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Zaffran,19.00096040092635,72.82967025543715,Indian Restaurant
121,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The True School of Music,18.995615198437868,72.82802257039842,Music Venue
122,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Gajalee Sea Food @ Phoenix Mills,18.994501385991736,72.82445297884915,Seafood Restaurant
123,Abhyudaya Nagar,18.990477399999996,72.84405709305909,ZARA,18.993955891412167,72.82457745465366,Clothing Store
124,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Mainland china asia kitchen,18.994323115663583,72.82424903010732,Chinese Restaurant
125,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Croma,18.99484470579631,72.8236743905098,Electronics Store
126,Abhyudaya Nagar,18.990477399999996,72.84405709305909,The Tote,18.980390639595864,72.82036680494305,Italian Restaurant
127,Abhyudaya Nagar,18.990477399999996,72.84405709305909,London Taxi,19.00334,72.82792,Molecular Gastronomy Restaurant
128,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Crystal Lower Parel,18.997512766868187,72.82698474374982,Vegetarian / Vegan Restaurant
129,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Summer House Café,19.00067802086655,72.83009719567708,Lounge
130,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Palladium Social,18.994529545544754,72.82421887155638,Café
131,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Cafe Renault,18.974985690105626,72.83375841661548,Bar
132,Abhyudaya Nagar,18.990477399999996,72.84405709305909,"And Chillies, Pan Asian Cuisine",19.006001212477063,72.8244652350638,Thai Restaurant
133,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Golds Gym,19.006313232022645,72.83245351569332,Gym / Fitness Center
134,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Seven Kitchens,18.993868526633054,72.82421183865341,Restaurant
135,Abhyudaya Nagar,18.990477399999996,72.84405709305909,D:OH,19.00599691622973,72.8269962654072,Café
136,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Flea Bazaar Café,19.005490722045188,72.82646806251825,Flea Market
137,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Neel,18.980407099558455,72.82040255503206,Indian Restaurant
138,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Clue Hunt,18.999574474415958,72.83046819034128,Recreation Center
139,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Matterden Centre,19.006067297340262,72.83082231679944,Movie Theater
140,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Sweetish House Mafia,19.000604081362116,72.83036725436436,Dessert Shop
141,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Celejor,18.97584443166727,72.8236785218938,Bakery
142,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Afzal Restaurant,18.96984970032962,72.84066353875077,Indian Restaurant
143,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Aqaba,18.99851677013179,72.83032317135715,Mediterranean Restaurant
144,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Not Just Desserts By Sabina,19.01241902529931,72.85430787580727,Cupcake Shop
145,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Joseph Baptista Garden,18.966559807861046,72.84189826052278,Garden
146,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Toit Taproom,19.000647384536244,72.8298604997847,Brewery
147,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Grandmama's Café,19.016673212744305,72.84611661229603,Café
148,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Sigdi Restaurant,18.970522543245263,72.8310336481102,Indian Restaurant
149,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Jai hind cinema (Mukta A2),18.985985345962266,72.83559514345953,Multiplex
150,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Baskin Robbins,18.9706514137796,72.84059112845958,Ice Cream Shop
151,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Jaihind Lunch Home,19.011530626993565,72.83224903758139,Indian Restaurant
152,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Pallette,19.00309388457025,72.82850699989027,Deli / Bodega
153,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Farzi Cafe,19.003511804450433,72.827986679171,Indian Restaurant
154,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Aditi NX Veg. Restaurant,19.002896699760132,72.84134210073753,Indian Restaurant
155,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Cafe Coffee Day,18.96880665535207,72.84065199926543,Café
156,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Celejor,18.97069149702928,72.83150616079757,Cupcake Shop
157,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Domino's Pizza,18.978070845115777,72.83870099412168,Pizza Place
158,Abhyudaya Nagar,18.990477399999996,72.84405709305909,Sewri Railway Station,18.99936117439511,72.85459706776874,Train Station
159,Airoli,19.1585147,72.9994018533116,Hotel Vaibhav Sip N Dine,19.1479272513764,72.99946586355931,Hotel Bar
160,Airoli,19.1585147,72.9994018533116,D-Mart,19.14371017780777,72.99154115115567,Department Store
161,Airoli,19.1585147,72.9994018533116,West Coast Grill,19.16040138322943,72.99203916554967,Burger Joint
162,Airoli,19.1585147,72.9994018533116,Domino's Pizza,19.14807783282673,72.99516113891619,Pizza Place
163,Airoli,19.1585147,72.9994018533116,South Coast,19.136110751819086,73.00389361808297,Indian Restaurant
164,Airoli,19.1585147,72.9994018533116,Café Coffee Day,19.14812983546447,72.9952465173229,Café
165,Airoli,19.1585147,72.9994018533116,McDonald's,19.147545112197022,72.99516257638366,Fast Food Restaurant
166,Airoli,19.1585147,72.9994018533116,Priyanka Veg Restaurant,19.16061727757987,72.99852956655108,Vegetarian / Vegan Restaurant
167,Airoli,19.1585147,72.9994018533116,Garam Masala,19.149044914909222,72.99028743180884,Seafood Restaurant
168,Airoli,19.1585147,72.9994018533116,airoli platform no 2,19.162382479262,72.9999018547268,Platform
169,Airoli,19.1585147,72.9994018533116,Barworks Eatery & Bar,19.16873042556026,73.00024780846313,Cocktail Bar
170,Airoli,19.1585147,72.9994018533116,Hinlaj Juice Centre,19.148024995567003,73.00025357435442,Sandwich Place
171,Airoli,19.1585147,72.9994018533116,Zayna uber dining,19.168998923548813,73.00046394601863,Restaurant
172,Airoli,19.1585147,72.9994018533116,Sector-9 Bus Stop,19.148232605228035,72.99429733319802,Bus Station
173,Airoli,19.1585147,72.9994018533116,Smokin' Joe's,19.149007978696115,72.99170260204053,Pizza Place
174,Airoli,19.1585147,72.9994018533116,Rabale Police Station,19.145701473923115,73.00101467076097,Bus Station
175,Airoli,19.1585147,72.9994018533116,Amul Scooping Parlour,19.14681287096127,72.9894480457251,Ice Cream Shop
176,Airoli,19.1585147,72.9994018533116,Vrushali Family Restaurant & Bar,19.140332932912145,73.0077841192589,Indian Restaurant
177,Airoli,19.1585147,72.9994018533116,Rabale Railway Station,19.13693802086605,73.00226211547852,Train Station
178,Airoli,19.1585147,72.9994018533116,Sutta Corner,19.17839142451716,72.98955183651583,Smoke Shop
179,Airoli,19.1585147,72.9994018533116,Cafe Sagar,19.173099079839776,73.02303314208984,Restaurant
180,Alika Nagar,19.1983965,72.8742672,Mainland China,19.203141123552722,72.86008426572094,Chinese Restaurant
181,Alika Nagar,19.1983965,72.8742672,Zaffran,19.20318259577957,72.8598149907927,Indian Restaurant
182,Alika Nagar,19.1983965,72.8742672,Saamagree,19.188620762986226,72.85715867306295,Department Store
183,Alika Nagar,19.1983965,72.8742672,"Kanheri Caves, Sanjay Gandhi National Park",19.222824194643426,72.87057781140294,Historic Site
184,Alika Nagar,19.1983965,72.8742672,Thakur Village,19.21038803255212,72.8737161439337,Neighborhood
185,Alika Nagar,19.1983965,72.8742672,Gold's Gym,19.213234025998364,72.87414304631223,Gym
186,Alika Nagar,19.1983965,72.8742672,Ambience the rest. And bar,19.206412952878942,72.8652617831306,Restaurant
187,Alika Nagar,19.1983965,72.8742672,Pizza Hut,19.208619587438534,72.87260273282945,Pizza Place
188,Alika Nagar,19.1983965,72.8742672,Growel's 101,19.202952128164252,72.86045295000298,Shopping Mall
189,Alika Nagar,19.1983965,72.8742672,KFC,19.203167746629013,72.85998121535812,Fast Food Restaurant
190,Alika Nagar,19.1983965,72.8742672,Matsyagandha Restaurant,19.209657464072524,72.86428928375244,Seafood Restaurant
191,Alika Nagar,19.1983965,72.8742672,Avenue Restaurant,19.20725976589983,72.86607335804696,Indian Restaurant
192,Alika Nagar,19.1983965,72.8742672,Domino's Pizza,19.212097258514312,72.87314117060488,Pizza Place
193,Alika Nagar,19.1983965,72.8742672,Subway,19.208965509466125,72.87392382626615,Sandwich Place
194,Alika Nagar,19.1983965,72.8742672,Baskin Robbins,19.20781996082103,72.87266273023111,Ice Cream Shop
195,Alika Nagar,19.1983965,72.8742672,Cafe Coffee Day,19.203165105625274,72.86002025418507,Café
196,Alika Nagar,19.1983965,72.8742672,Domino's Pizza,19.207,72.866,Pizza Place
197,Alika Nagar,19.1983965,72.8742672,McDonald's,19.20888929764817,72.87288998443614,Fast Food Restaurant
198,Alika Nagar,19.1983965,72.8742672,Nirvana Restaurant (Veg),19.211866043612932,72.87321135972218,Indian Restaurant
199,Alika Nagar,19.1983965,72.8742672,Subway,19.201529889750162,72.86126064679571,Sandwich Place
200,Alika Nagar,19.1983965,72.8742672,"Cafe Coffee Day, Centrium Mall",19.198165493050574,72.87713134183228,Coffee Shop
201,Alika Nagar,19.1983965,72.8742672,Hokey Pokey,19.211809984957167,72.87456598178224,Ice Cream Shop
202,Alika Nagar,19.1983965,72.8742672,Baskin Robbins,19.19707655501576,72.87251619807277,Ice Cream Shop
203,Alika Nagar,19.1983965,72.8742672,Thakur Complex,19.20686115612677,72.86519050598145,Neighborhood
204,Alika Nagar,19.1983965,72.8742672,Onyx,19.21669278916414,72.86690867980093,Lounge
205,Alika Nagar,19.1983965,72.8742672,Pent Houzz,19.21296939518543,72.86780308703148,Lounge
206,Alika Nagar,19.1983965,72.8742672,Metro Cash & Carry,19.218700477488383,72.86597977868684,Department Store
207,Alika Nagar,19.1983965,72.8742672,Evershine Club,19.211203988564982,72.87583806155855,Nightclub
208,Alika Nagar,19.1983965,72.8742672,Banana Leaf,19.212010699382315,72.8713914357109,Indian Restaurant
209,Alika Nagar,19.1983965,72.8742672,Cinemax,19.20256125355022,72.86058564323234,Multiplex
210,Alika Nagar,19.1983965,72.8742672,Golds gym,19.17739857874948,72.86399490413922,Gym
211,Alika Nagar,19.1983965,72.8742672,Cafe Coffee Day,19.172701345646402,72.87421873817938,Café
212,Alika Nagar,19.1983965,72.8742672,Farid,19.208002979731358,72.87851213218342,General Entertainment
213,Alika Nagar,19.1983965,72.8742672,Kotak Mahindra Bank ltd - Head Office,19.177030473057112,72.88189638517686,Office
214,Alika Nagar,19.1983965,72.8742672,Green Court Restaurant and Bar,19.175463,72.868763,Bar
215,Alika Nagar,19.1983965,72.8742672,Milap Chat Street,19.196968871851126,72.84777175771828,Indian Restaurant
216,Alika Nagar,19.1983965,72.8742672,U - TURN,19.211884900892308,72.86733956636436,Sports Bar
217,Alika Nagar,19.1983965,72.8742672,PVR Milap Cinema,19.196134035653525,72.8473319932855,Multiplex
218,Alika Nagar,19.1983965,72.8742672,Food Court,19.20320338590099,72.85980888853966,Food Court
219,Alika Nagar,19.1983965,72.8742672,Jain Sweet and Bhelpuri House,19.20395402290618,72.85093940798484,Snack Place
220,Alika Nagar,19.1983965,72.8742672,Cafe Coffee Day,19.208927635963857,72.872715110216,Coffee Shop
221,Alika Nagar,19.1983965,72.8742672,D Mart,19.20886576621537,72.87361858443573,Department Store
222,Alika Nagar,19.1983965,72.8742672,Cafe Coffee Day,19.174444413541153,72.86776250784735,Coffee Shop
223,Alika Nagar,19.1983965,72.8742672,Thakur Cricket Ground and Stadium,19.210636568861798,72.87556220284984,Stadium
224,Alika Nagar,19.1983965,72.8742672,Ending Quest,19.214666535722934,72.86745431633295,Lounge
225,Alika Nagar,19.1983965,72.8742672,Kandivali Railway Station,19.20405843586541,72.85174696162682,Train Station
226,Alika Nagar,19.1983965,72.8742672,Red Indian Sizzlers,19.212143548392454,72.85191837092982,Mexican Restaurant
227,Alika Nagar,19.1983965,72.8742672,Cafe Coffee Day,19.215156712325914,72.86716252088624,Café
228,Alika Nagar,19.1983965,72.8742672,Ratnagiri Malwani Food,19.175968682117446,72.87426773442313,Seafood Restaurant
229,Alika Nagar,19.1983965,72.8742672,The Beauty Shop,19.19926753388998,72.84848643936387,Cosmetics Shop
230,Alika Nagar,19.1983965,72.8742672,Suswagatam,19.221065400255924,72.8627734684579,Indian Restaurant
231,Alika Nagar,19.1983965,72.8742672,McDonald's,19.198399143043805,72.8479102274529,Fast Food Restaurant
232,Alika Nagar,19.1983965,72.8742672,Delicacy Veg Restaurant,19.198769777822164,72.84837179266516,Indian Restaurant
233,Alika Nagar,19.1983965,72.8742672,Sarovar Restaurant,19.204168717903418,72.85111808754675,Indian Restaurant
234,Alika Nagar,19.1983965,72.8742672,Malad Railway Station,19.18710029807827,72.84867757913543,Train
235,Alika Nagar,19.1983965,72.8742672,McDonald's,19.204721239617403,72.85137763771735,Fast Food Restaurant
236,Alika Nagar,19.1983965,72.8742672,Hotel Samadhan,19.17574119567871,72.877685546875,Seafood Restaurant
